"Sample","Reactions in minimal metagenome","% Coverage minimal metagenome"
"eB2_89","3758","72.48"
"eB2_9","3687","71.11"
"eB2_90","3367","64.94"
"eB2_91","3312","63.88"
"eB2_92","3460","66.73"
"eB2_93","2819","54.37"
"eB2_94","2858","55.12"
"eB2_95","3318","63.99"
"eB2_96","3781","72.92"
"eB2_97","2940","56.7"
"eB2_98","3486","67.23"
"eB2_99","3684","71.05"
"eB3_1","3087","59.54"
"eB3_10","2784","53.69"
"eB3_100","3126","60.29"
"eB3_11","2949","56.88"
"eB3_12","3090","59.59"
"eB3_13","3416","65.88"
"eB3_14","3251","62.7"
"eB3_15","3453","66.6"
"eB3_16","2770","53.42"
"eB3_17","3059","59"
"eB3_18","3133","60.42"
"eB3_19","2931","56.53"
"eB3_2","2734","52.73"
"eB3_20","2863","55.22"
"eB3_21","2880","55.54"
"eB3_22","2491","48.04"
"eB3_23","2480","47.83"
"eB3_24","3069","59.19"
"eB3_25","3377","65.13"
"eB3_26","3192","61.56"
"eB3_27","3174","61.22"
"eB3_28","2875","55.45"
"eB3_29","2619","50.51"
"eB3_3","2899","55.91"
"eB3_30","3005","57.96"
"eB3_31","2570","49.57"
"eB3_32","3206","61.83"
"eB3_33","3159","60.93"
"eB3_34","2854","55.04"
"eB3_35","3144","60.64"
"eB3_36","2917","56.26"
"eB3_37","3126","60.29"
"eB3_38","3304","63.72"
"eB3_39","3052","58.86"
"eB3_4","3440","66.35"
"eB3_40","2758","53.19"
"eB3_41","2576","49.68"
"eB3_42","2977","57.42"
"eB3_43","3157","60.89"
"eB3_44","3261","62.89"
"eB3_45","3003","57.92"
"eB3_46","3076","59.32"
"eB3_47","2713","52.32"
"eB3_48","3152","60.79"
"eB3_49","2488","47.98"
"eB3_5","2821","54.41"
"eB3_50","2735","52.75"
"eB3_51","2511","48.43"
"eB3_52","3192","61.56"
"eB3_53","3216","62.03"
"eB3_54","3058","58.98"
"eB3_55","3594","69.32"
"eB3_56","2884","55.62"
"eB3_57","2977","57.42"
"eB3_58","2570","49.57"
"eB3_59","3085","59.5"
"eB3_6","3071","59.23"
"eB3_60","3521","67.91"
"eB3_61","3107","59.92"
"eB3_62","2746","52.96"
"eB3_63","3252","62.72"
"eB3_64","2812","54.23"
"eB3_65","3009","58.03"
"eB3_66","3336","64.34"
"eB3_67","2617","50.47"
"eB3_68","2871","55.37"
"eB3_69","3174","61.22"
"eB3_7","3089","59.58"
"eB3_70","3308","63.8"
"eB3_71","3506","67.62"
"eB3_72","2780","53.62"
"eB3_73","2797","53.94"
"eB3_74","3345","64.51"
"eB3_75","2547","49.12"
"eB3_76","3385","65.28"
"eB3_77","2656","51.22"
"eB3_78","2793","53.87"
"eB3_79","2648","51.07"
"eB3_8","2939","56.68"
"eB3_80","2627","50.67"
"eB3_81","2638","50.88"
"eB3_82","3169","61.12"
"eB3_83","3013","58.11"
"eB3_84","3534","68.16"
"eB3_85","3151","60.77"
"eB3_86","3188","61.49"
"eB3_87","2630","50.72"
"eB3_88","3094","59.67"
"eB3_89","2873","55.41"
"eB3_9","2914","56.2"
"eB3_90","3034","58.51"
"eB3_91","3602","69.47"
"eB3_92","2906","56.05"
"eB3_93","3253","62.74"
"eB3_94","2899","55.91"
"eB3_95","2878","55.51"
"eB3_96","2827","54.52"
"eB3_97","2532","48.83"
"eB3_98","2829","54.56"
"eB3_99","3417","65.9"
"eB4_1","3487","67.25"
"eB4_10","3209","61.89"
"eB4_100","3229","62.28"
"eB4_11","3358","64.76"
"eB4_12","3144","60.64"
"eB4_13","3431","66.17"
"eB4_14","2778","53.58"
"eB4_15","3463","66.79"
"eB4_16","3045","58.73"
"eB4_17","3359","64.78"
"eB4_18","3066","59.13"
"eB4_19","2744","52.92"
"eB4_2","3278","63.22"
"eB4_20","2585","49.86"
"eB4_21","3561","68.68"
"eB4_22","3252","62.72"
"eB4_23","3116","60.1"
"eB4_24","3129","60.35"
"eB4_25","2991","57.69"
"eB4_26","3340","64.42"
"eB4_27","3031","58.46"
"eB4_28","3019","58.23"
"eB4_29","3084","59.48"
"eB4_3","3597","69.37"
"eB4_30","3448","66.5"
"eB4_31","3249","62.66"
"eB4_32","3129","60.35"
"eB4_33","3346","64.53"
"eB4_34","3266","62.99"
"eB4_35","3262","62.91"
"eB4_36","2685","51.78"
"eB4_37","3170","61.14"
"eB4_38","3382","65.23"
"eB4_39","2964","57.16"
"eB4_4","3088","59.56"
"eB4_40","3575","68.95"
"eB4_41","2990","57.67"
"eB4_42","3239","62.47"
"eB4_43","2601","50.16"
"eB4_44","3144","60.64"
"eB4_45","3359","64.78"
"eB4_46","2886","55.66"
"eB4_47","3090","59.59"
"eB4_48","2748","53"
"eB4_49","3347","64.55"
"eB4_5","2584","49.84"
"eB4_50","2936","56.62"
"eB4_51","3043","58.69"
"eB4_52","3455","66.63"
"eB4_53","3217","62.04"
"eB4_54","3412","65.81"
"eB4_55","2946","56.82"
"eB4_56","3336","64.34"
"eB4_57","3457","66.67"
"eB4_58","2904","56.01"
"eB4_59","3286","63.38"
"eB4_6","3813","73.54"
"eB4_60","2622","50.57"
"eB4_61","2668","51.46"
"eB4_62","2920","56.32"
"eB4_63","3123","60.23"
"eB4_64","2966","57.2"
"eB4_65","3435","66.25"
"eB4_66","3337","64.36"
"eB4_67","3705","71.46"
"eB4_68","3067","59.15"
"eB4_69","2683","51.75"
"eB4_7","3519","67.87"
"eB4_70","3366","64.92"
"eB4_71","3057","58.96"
"eB4_72","3208","61.87"
"eB4_73","3214","61.99"
"eB4_74","2802","54.04"
"eB4_75","2981","57.49"
"eB4_76","3064","59.09"
"eB4_77","2489","48"
"eB4_78","3137","60.5"
"eB4_79","2335","45.03"
"eB4_8","3101","59.81"
"eB4_80","2844","54.85"
"eB4_81","3006","57.97"
"eB4_82","3326","64.15"
"eB4_83","2645","51.01"
"eB4_84","2715","52.36"
"eB4_85","3000","57.86"
"eB4_86","3020","58.24"
"eB4_87","3535","68.18"
"eB4_88","3334","64.3"
"eB4_89","2719","52.44"
"eB4_9","3325","64.13"
"eB4_90","2813","54.25"
"eB4_91","3306","63.76"
"eB4_92","3002","57.9"
"eB4_93","3192","61.56"
"eB4_94","3137","60.5"
"eB4_95","3056","58.94"
"eB4_96","3850","74.25"
"eB4_97","3117","60.12"
"eB4_98","2687","51.82"
"eB4_99","3151","60.77"
"eB6_1","2496","48.14"
"eB6_10","2669","51.48"
"eB6_100","3035","58.53"
"eB6_11","2457","47.39"
"eB6_12","3492","67.35"
"eB6_13","3230","62.3"
"eB6_14","2767","53.37"
"eB6_15","3847","74.19"
"eB6_16","3608","69.59"
"eB6_17","2859","55.14"
"eB6_18","3182","61.37"
"eB6_19","3179","61.31"
"eB6_2","2770","53.42"
"eB6_20","2935","56.61"
"eB6_21","3543","68.33"
"eB6_22","4010","77.34"
"eB6_23","3096","59.71"
"eB6_24","3588","69.2"
"eB6_25","3176","61.25"
"eB6_26","3420","65.96"
"eB6_27","3105","59.88"
"eB6_28","2990","57.67"
"eB6_29","2827","54.52"
"eB6_3","3304","63.72"
"eB6_30","3635","70.11"
"eB6_31","3616","69.74"
"eB6_32","3715","71.65"
"eB6_33","2426","46.79"
"eB6_34","3428","66.11"
"eB6_35","3249","62.66"
"eB6_36","2490","48.02"
"eB6_37","3133","60.42"
"eB6_38","2898","55.89"
"eB6_39","2842","54.81"
"eB6_4","3027","58.38"
"eB6_40","3111","60"
"eB6_41","2474","47.71"
"eB6_42","2908","56.08"
"eB6_43","3315","63.93"
"eB6_44","2774","53.5"
"eB6_45","3174","61.22"
"eB6_46","3430","66.15"
"eB6_47","3113","60.04"
"eB6_48","3193","61.58"
"eB6_49","3505","67.6"
"eB6_5","3274","63.14"
"eB6_50","3619","69.8"
"eB6_51","3397","65.52"
"eB6_52","3353","64.67"
"eB6_53","2853","55.02"
"eB6_54","3598","69.39"
"eB6_55","2881","55.56"
"eB6_56","3707","71.49"
"eB6_57","3170","61.14"
"eB6_58","3008","58.01"
"eB6_59","3103","59.85"
"eB6_6","3240","62.49"
"eB6_60","2649","51.09"
"eB6_61","3161","60.96"
"eB6_62","2990","57.67"
"eB6_63","3585","69.14"
"eB6_64","2591","49.97"
"eB6_65","3253","62.74"
"eB6_66","3363","64.86"
"eB6_67","2609","50.32"
"eB6_68","2383","45.96"
"eB6_69","2438","47.02"
"eB6_7","3236","62.41"
"eB6_70","3314","63.92"
"eB6_71","3399","65.55"
"eB6_72","3463","66.79"
"eB6_73","3397","65.52"
"eB6_74","2565","49.47"
"eB6_75","3504","67.58"
"eB6_76","3691","71.19"
"eB6_77","2727","52.59"
"eB6_78","2903","55.99"
"eB6_79","3484","67.19"
"eB6_8","2945","56.8"
"eB6_80","3450","66.54"
"eB6_81","3025","58.34"
"eB6_82","3183","61.39"
"eB6_83","3252","62.72"
"eB6_84","3165","61.04"
"eB6_85","3249","62.66"
"eB6_86","2829","54.56"
"eB6_87","2895","55.83"
"eB6_88","3069","59.19"
"eB6_89","2828","54.54"
"eB6_9","2615","50.43"
"eB6_90","2840","54.77"
"eB6_91","3696","71.28"
"eB6_92","2645","51.01"
"eB6_93","3437","66.29"
"eB6_94","2913","56.18"
"eB6_95","2840","54.77"
"eB6_96","2858","55.12"
"eB6_97","3464","66.81"
"eB6_98","3575","68.95"
"eB6_99","3760","72.52"
"eB7_1","2918","56.28"
"eB7_10","2630","50.72"
"eB7_100","3158","60.91"
"eB7_11","3176","61.25"
"eB7_12","3150","60.75"
"eB7_13","2890","55.74"
"eB7_14","3175","61.23"
"eB7_15","2705","52.17"
"eB7_16","3339","64.4"
"eB7_17","3056","58.94"
"eB7_18","2700","52.07"
"eB7_19","2705","52.17"
"eB7_2","3033","58.5"
"eB7_20","3310","63.84"
"eB7_21","3391","65.4"
"eB7_22","2613","50.4"
"eB7_23","3448","66.5"
"eB7_24","3978","76.72"
"eB7_25","2678","51.65"
"eB7_26","2890","55.74"
"eB7_27","3458","66.69"
"eB7_28","3326","64.15"
"eB7_29","2901","55.95"
"eB7_3","3114","60.06"
"eB7_30","2755","53.13"
"eB7_31","2624","50.61"
"eB7_32","2937","56.64"
"eB7_33","2959","57.07"
"eB7_34","3446","66.46"
"eB7_35","3159","60.93"
"eB7_36","3093","59.65"
"eB7_37","3488","67.27"
"eB7_38","3491","67.33"
"eB7_39","3003","57.92"
"eB7_4","3345","64.51"
"eB7_40","2668","51.46"
"eB7_41","2956","57.01"
"eB7_42","3057","58.96"
"eB7_43","3332","64.26"
"eB7_44","2680","51.69"
"eB7_45","3290","63.45"
"eB7_46","2999","57.84"
"eB7_47","2998","57.82"
"eB7_48","3186","61.45"
"eB7_49","2927","56.45"
"eB7_5","3014","58.13"
"eB7_50","3015","58.15"
"eB7_51","2803","54.06"
"eB7_52","2976","57.4"
"eB7_53","3280","63.26"
"eB7_54","3360","64.8"
"eB7_55","2748","53"
"eB7_56","2959","57.07"
"eB7_57","2984","57.55"
"eB7_58","2947","56.84"
"eB7_59","3251","62.7"
"eB7_6","2363","45.57"
"eB7_60","2830","54.58"
"eB7_61","2809","54.18"
"eB7_62","3011","58.07"
"eB7_63","3333","64.28"
"eB7_64","2957","57.03"
"eB7_65","2689","51.86"
"eB7_66","2854","55.04"
"eB7_67","3286","63.38"
"eB7_68","3341","64.44"
"eB7_69","3044","58.71"
"eB7_7","2814","54.27"
"eB7_70","3353","64.67"
"eB7_71","3196","61.64"
"eB7_72","3081","59.42"
"eB7_73","2913","56.18"
"eB7_74","2924","56.39"
"eB7_75","3740","72.13"
"eB7_76","2689","51.86"
"eB7_77","3424","66.04"
"eB7_78","3318","63.99"
"eB7_79","3159","60.93"
"eB7_8","2970","57.28"
"eB7_80","2903","55.99"
"eB7_81","3250","62.68"
"eB7_82","2716","52.38"
"eB7_83","2757","53.17"
"eB7_84","3184","61.41"
"eB7_85","3642","70.24"
"eB7_86","3468","66.89"
"eB7_87","3221","62.12"
"eB7_88","2949","56.88"
"eB7_89","2916","56.24"
"eB7_9","2550","49.18"
"eB7_90","2933","56.57"
"eB7_91","4121","79.48"
"eB7_92","3069","59.19"
"eB7_93","2778","53.58"
"eB7_94","3254","62.76"
"eB7_95","3191","61.54"
"eB7_96","3604","69.51"
"eB7_97","3452","66.58"
"eB7_98","3004","57.94"
"eB7_99","2601","50.16"
"eB8_1","2462","47.48"
"eB8_10","2824","54.46"
"eB8_100","3484","67.19"
"eB8_11","3139","60.54"
"eB8_12","3297","63.59"
"eB8_13","3218","62.06"
"eB8_14","3490","67.31"
"eB8_15","2895","55.83"
"eB8_16","3119","60.15"
"eB8_17","3517","67.83"
"eB8_18","3069","59.19"
"eB8_19","3360","64.8"
"eB8_2","2678","51.65"
"eB8_20","3257","62.82"
"eB8_21","3288","63.41"
"eB8_22","2311","44.57"
"eB8_23","3414","65.84"
"eB8_24","2935","56.61"
"eB8_25","2516","48.52"
"eB8_26","2956","57.01"
"eB8_27","3511","67.71"
"eB8_28","2897","55.87"
"eB8_29","3004","57.94"
"eB8_3","3059","59"
"eB8_30","3451","66.56"
"eB8_31","2793","53.87"
"eB8_32","3305","63.74"
"eB8_33","3035","58.53"
"eB8_34","2608","50.3"
"eB8_35","3206","61.83"
"eB8_36","2914","56.2"
"eB8_37","3474","67"
"eB8_38","3052","58.86"
"eB8_39","3646","70.32"
"eB8_4","2957","57.03"
"eB8_40","2728","52.61"
"eB8_41","2959","57.07"
"eB8_42","2908","56.08"
"eB8_43","3202","61.76"
"eB8_44","2892","55.78"
"eB8_45","3194","61.6"
"eB8_46","3415","65.86"
"eB8_47","2982","57.51"
"eB8_48","3178","61.29"
"eB8_49","3423","66.02"
"eB8_5","3351","64.63"
"eB8_50","3225","62.2"
"eB8_51","3356","64.73"
"eB8_52","3218","62.06"
"eB8_53","3395","65.48"
"eB8_54","2995","57.76"
"eB8_55","2682","51.73"
"eB8_56","3055","58.92"
"eB8_57","3183","61.39"
"eB8_58","2925","56.41"
"eB8_59","2621","50.55"
"eB8_6","2896","55.85"
"eB8_60","2687","51.82"
"eB8_61","3318","63.99"
"eB8_62","3068","59.17"
"eB8_63","3649","70.38"
"eB8_64","3742","72.17"
"eB8_65","2805","54.1"
"eB8_66","2963","57.15"
"eB8_67","3172","61.18"
"eB8_68","2345","45.23"
"eB8_69","2765","53.33"
"eB8_7","3395","65.48"
"eB8_70","2963","57.15"
"eB8_71","2933","56.57"
"eB8_72","2774","53.5"
"eB8_73","2873","55.41"
"eB8_74","2689","51.86"
"eB8_75","2766","53.35"
"eB8_76","2959","57.07"
"eB8_77","3029","58.42"
"eB8_78","2980","57.47"
"eB8_79","3396","65.5"
"eB8_8","2875","55.45"
"eB8_80","2538","48.95"
"eB8_81","3267","63.01"
"eB8_82","3089","59.58"
"eB8_83","3254","62.76"
"eB8_84","2897","55.87"
"eB8_85","3126","60.29"
"eB8_86","3532","68.12"
"eB8_87","3430","66.15"
"eB8_88","3000","57.86"
"eB8_89","3156","60.87"
"eB8_9","3383","65.25"
"eB8_90","2903","55.99"
"eB8_91","2711","52.29"
"eB8_92","3273","63.12"
"eB8_93","3002","57.9"
"eB8_94","3078","59.36"
"eB8_95","2954","56.97"
"eB8_96","3455","66.63"
"eB8_97","3033","58.5"
"eB8_98","2700","52.07"
"eB8_99","2553","49.24"
"eB9_1","3302","63.68"
"eB9_10","2949","56.88"
"eB9_100","3154","60.83"
"eB9_11","2947","56.84"
"eB9_12","3846","74.18"
"eB9_13","3067","59.15"
"eB9_14","3028","58.4"
"eB9_15","3822","73.71"
"eB9_16","3202","61.76"
"eB9_17","3117","60.12"
"eB9_18","3027","58.38"
"eB9_19","3933","75.85"
"eB9_2","3646","70.32"
"eB9_20","2821","54.41"
"eB9_21","2876","55.47"
"eB9_22","3257","62.82"
"eB9_23","2740","52.84"
"eB9_24","2515","48.51"
"eB9_25","3550","68.47"
"eB9_26","3172","61.18"
"eB9_27","2722","52.5"
"eB9_28","2975","57.38"
"eB9_29","2589","49.93"
"eB9_3","3040","58.63"
"eB9_30","3664","70.67"
"eB9_31","3544","68.35"
"eB9_32","3643","70.26"
"eB9_33","2914","56.2"
"eB9_34","3453","66.6"
"eB9_35","3300","63.65"
"eB9_36","3138","60.52"
"eB9_37","2546","49.1"
"eB9_38","2965","57.18"
"eB9_39","3457","66.67"
"eB9_4","3504","67.58"
"eB9_40","3007","57.99"
"eB9_41","3065","59.11"
"eB9_42","3037","58.57"
"eB9_43","3731","71.96"
"eB9_44","2880","55.54"
"eB9_45","3557","68.6"
"eB9_46","3380","65.19"
"eB9_47","3536","68.2"
"eB9_48","3298","63.61"
"eB9_49","3405","65.67"
"eB9_5","3775","72.81"
"eB9_50","2991","57.69"
"eB9_51","3080","59.4"
"eB9_52","3116","60.1"
"eB9_53","3429","66.13"
"eB9_54","3008","58.01"
"eB9_55","2624","50.61"
"eB9_56","3070","59.21"
"eB9_57","3135","60.46"
"eB9_58","3502","67.54"
"eB9_59","3031","58.46"
"eB9_6","3029","58.42"
"eB9_60","3057","58.96"
"eB9_61","2732","52.69"
"eB9_62","2963","57.15"
"eB9_63","3492","67.35"
"eB9_64","3226","62.22"
"eB9_65","3383","65.25"
"eB9_66","3228","62.26"
"eB9_67","3263","62.93"
"eB9_68","3151","60.77"
"eB9_69","3571","68.87"
"eB9_7","3216","62.03"
"eB9_70","2772","53.46"
"eB9_71","2536","48.91"
"eB9_72","3285","63.36"
"eB9_73","3248","62.64"
"eB9_74","3685","71.07"
"eB9_75","3383","65.25"
"eB9_76","3695","71.26"
"eB9_77","3285","63.36"
"eB9_78","3611","69.64"
"eB9_79","2716","52.38"
"eB9_8","3052","58.86"
"eB9_80","3693","71.22"
"eB9_81","3185","61.43"
"eB9_82","2977","57.42"
"eB9_83","3498","67.46"
"eB9_84","3229","62.28"
"eB9_85","3207","61.85"
"eB9_86","3453","66.6"
"eB9_87","3339","64.4"
"eB9_88","3248","62.64"
"eB9_89","3190","61.52"
"eB9_9","3181","61.35"
"eB9_90","3119","60.15"
"eB9_91","2888","55.7"
"eB9_92","3421","65.98"
"eB9_93","2866","55.27"
"eB9_94","3838","74.02"
"eB9_95","3353","64.67"
"eB9_96","3685","71.07"
"eB9_97","2811","54.21"
"eB9_98","3107","59.92"
"eB9_99","3066","59.13"
"eC1_1","2968","57.24"
"eC1_10","2895","55.83"
"eC1_100","2697","52.02"
"eC1_11","3271","63.09"
"eC1_12","2696","52"
"eC1_13","2548","49.14"
"eC1_14","2650","51.11"
"eC1_15","2886","55.66"
"eC1_16","2806","54.12"
"eC1_17","2856","55.08"
"eC1_18","2748","53"
"eC1_19","2962","57.13"
"eC1_2","2952","56.93"
"eC1_20","3123","60.23"
"eC1_21","2806","54.12"
"eC1_22","2735","52.75"
"eC1_23","2142","41.31"
"eC1_24","3288","63.41"
"eC1_25","3154","60.83"
"eC1_26","2785","53.71"
"eC1_27","2764","53.31"
"eC1_28","3180","61.33"
"eC1_29","2829","54.56"
"eC1_3","2428","46.83"
"eC1_30","2320","44.74"
"eC1_31","2598","50.11"
"eC1_32","3098","59.75"
"eC1_33","2627","50.67"
"eC1_34","2540","48.99"
"eC1_35","2996","57.78"
"eC1_36","2356","45.44"
"eC1_37","2808","54.16"
"eC1_38","3022","58.28"
"eC1_39","2932","56.55"
"eC1_4","2999","57.84"
"eC1_40","2682","51.73"
"eC1_41","3393","65.44"
"eC1_42","2371","45.73"
"eC1_43","2676","51.61"
"eC1_44","2964","57.16"
"eC1_45","2023","39.02"
"eC1_46","3100","59.79"
"eC1_47","3089","59.58"
"eC1_48","2909","56.1"
"eC1_49","2559","49.35"
"eC1_5","2938","56.66"
"eC1_50","2820","54.39"
"eC1_51","2595","50.05"
"eC1_52","2460","47.44"
"eC1_53","2543","49.05"
"eC1_54","3068","59.17"
"eC1_55","2761","53.25"
"eC1_56","2557","49.32"
"eC1_57","2605","50.24"
"eC1_58","3254","62.76"
"eC1_59","3233","62.35"
"eC1_6","2311","44.57"
"eC1_60","2644","50.99"
"eC1_61","2866","55.27"
"eC1_62","2695","51.98"
"eC1_63","2354","45.4"
"eC1_64","3067","59.15"
"eC1_65","2759","53.21"
"eC1_66","2138","41.23"
"eC1_67","2516","48.52"
"eC1_68","3124","60.25"
"eC1_69","2546","49.1"
"eC1_7","2549","49.16"
"eC1_70","2450","47.25"
"eC1_71","2977","57.42"
"eC1_72","2419","46.65"
"eC1_73","2150","41.47"
"eC1_74","2907","56.07"
"eC1_75","2703","52.13"
"eC1_76","2991","57.69"
"eC1_77","2488","47.98"
"eC1_78","2865","55.26"
"eC1_79","2235","43.11"
"eC1_8","2529","48.78"
"eC1_80","2992","57.7"
"eC1_81","2353","45.38"
"eC1_82","2711","52.29"
"eC1_83","2763","53.29"
"eC1_84","2551","49.2"
"eC1_85","2890","55.74"
"eC1_86","2164","41.74"
"eC1_87","2948","56.86"
"eC1_88","2206","42.55"
"eC1_89","2412","46.52"
"eC1_9","2653","51.17"
"eC1_90","2827","54.52"
"eC1_91","3144","60.64"
"eC1_92","2751","53.06"
"eC1_93","2914","56.2"
"eC1_94","3137","60.5"
"eC1_95","2924","56.39"
"eC1_96","2891","55.76"
"eC1_97","2880","55.54"
"eC1_98","2757","53.17"
"eC1_99","3315","63.93"
"eC2_1","2852","55"
"eC2_10","2497","48.16"
"eC2_100","2994","57.74"
"eC2_11","2789","53.79"
"eC2_12","2671","51.51"
"eC2_13","3006","57.97"
"eC2_14","3113","60.04"
"eC2_15","2791","53.83"
"eC2_16","3258","62.84"
"eC2_17","3447","66.48"
"eC2_18","2792","53.85"
"eC2_19","2841","54.79"
"eC2_2","2859","55.14"
"eC2_20","2439","47.04"
"eC2_21","2366","45.63"
"eC2_22","2474","47.71"
"eC2_23","3507","67.64"
"eC2_24","2871","55.37"
"eC2_25","2848","54.93"
"eC2_26","3169","61.12"
"eC2_27","3151","60.77"
"eC2_28","3206","61.83"
"eC2_29","3061","59.04"
"eC2_3","2447","47.19"
"eC2_30","2409","46.46"
"eC2_31","2754","53.11"
"eC2_32","2567","49.51"
"eC2_33","2623","50.59"
"eC2_34","2796","53.92"
"eC2_35","2861","55.18"
"eC2_36","2739","52.83"
"eC2_37","3523","67.95"
"eC2_38","2858","55.12"
"eC2_39","2772","53.46"
"eC2_4","2941","56.72"
"eC2_40","3729","71.92"
"eC2_41","2741","52.86"
"eC2_42","3000","57.86"
"eC2_43","2921","56.34"
"eC2_44","2973","57.34"
"eC2_45","2710","52.27"
"eC2_46","2580","49.76"
"eC2_47","3209","61.89"
"eC2_48","2889","55.72"
"eC2_49","2913","56.18"
"eC2_5","2923","56.37"
"eC2_50","2845","54.87"
"eC2_51","3715","71.65"
"eC2_52","2606","50.26"
"eC2_53","2551","49.2"
"eC2_54","2846","54.89"
"eC2_55","3037","58.57"
"eC2_56","2830","54.58"
"eC2_57","2843","54.83"
"eC2_58","2518","48.56"
"eC2_59","3142","60.6"
"eC2_6","2377","45.84"
"eC2_60","2640","50.92"
"eC2_61","3311","63.86"
"eC2_62","3347","64.55"
"eC2_63","2419","46.65"
"eC2_64","2826","54.5"
"eC2_65","2705","52.17"
"eC2_66","2782","53.65"
"eC2_67","2311","44.57"
"eC2_68","3216","62.03"
"eC2_69","2502","48.25"
"eC2_7","2234","43.09"
"eC2_70","2743","52.9"
"eC2_71","2940","56.7"
"eC2_72","2846","54.89"
"eC2_73","2213","42.68"
"eC2_74","2909","56.1"
"eC2_75","2743","52.9"
"eC2_76","3225","62.2"
"eC2_77","2810","54.19"
"eC2_78","3106","59.9"
"eC2_79","2483","47.89"
"eC2_8","2459","47.43"
"eC2_80","2696","52"
"eC2_81","3580","69.05"
"eC2_82","2692","51.92"
"eC2_83","2982","57.51"
"eC2_84","3565","68.76"
"eC2_85","3519","67.87"
"eC2_86","3003","57.92"
"eC2_87","2340","45.13"
"eC2_88","2572","49.6"
"eC2_89","2459","47.43"
"eC2_9","3180","61.33"
"eC2_90","2702","52.11"
"eC2_91","2220","42.82"
"eC2_92","2865","55.26"
"eC2_93","3286","63.38"
"eC2_94","2796","53.92"
"eC2_95","2878","55.51"
"eC2_96","3046","58.75"
"eC2_97","2597","50.09"
"eC2_98","2908","56.08"
"eC2_99","3028","58.4"
"eC5_1","2815","54.29"
"eC5_10","2541","49.01"
"eC5_100","2513","48.47"
"eC5_11","3171","61.16"
"eC5_12","3173","61.2"
"eC5_13","2677","51.63"
"eC5_14","2951","56.91"
"eC5_15","3060","59.02"
"eC5_16","2400","46.29"
"eC5_17","2511","48.43"
"eC5_18","2764","53.31"
"eC5_19","2582","49.8"
"eC5_2","2532","48.83"
"eC5_20","2598","50.11"
"eC5_21","2889","55.72"
"eC5_22","2434","46.94"
"eC5_23","3073","59.27"
"eC5_24","2689","51.86"
"eC5_25","2934","56.59"
"eC5_26","2924","56.39"
"eC5_27","2921","56.34"
"eC5_28","2940","56.7"
"eC5_29","2551","49.2"
"eC5_3","2779","53.6"
"eC5_30","2744","52.92"
"eC5_31","2632","50.76"
"eC5_32","2743","52.9"
"eC5_33","2854","55.04"
"eC5_34","2862","55.2"
"eC5_35","2880","55.54"
"eC5_36","3308","63.8"
"eC5_37","2529","48.78"
"eC5_38","3195","61.62"
"eC5_39","2882","55.58"
"eC5_4","3255","62.78"
"eC5_40","2788","53.77"
"eC5_41","2551","49.2"
"eC5_42","2980","57.47"
"eC5_43","2855","55.06"
"eC5_44","2949","56.88"
"eC5_45","2729","52.63"
"eC5_46","3249","62.66"
"eC5_47","2403","46.35"
"eC5_48","3191","61.54"
"eC5_49","2957","57.03"
"eC5_5","3028","58.4"
"eC5_50","2586","49.87"
"eC5_51","2843","54.83"
"eC5_52","2981","57.49"
"eC5_53","3150","60.75"
"eC5_54","2624","50.61"
"eC5_55","2433","46.92"
"eC5_56","2722","52.5"
"eC5_57","3329","64.2"
"eC5_58","2732","52.69"
"eC5_59","2843","54.83"
"eC5_6","2075","40.02"
"eC5_60","3161","60.96"
"eC5_61","2778","53.58"
"eC5_62","3156","60.87"
"eC5_63","2959","57.07"
"eC5_64","3058","58.98"
"eC5_65","3300","63.65"
"eC5_66","3049","58.8"
"eC5_67","2585","49.86"
"eC5_68","2804","54.08"
"eC5_69","2962","57.13"
"eC5_7","3005","57.96"
"eC5_70","2688","51.84"
"eC5_71","2713","52.32"
"eC5_72","2294","44.24"
"eC5_73","3177","61.27"
"eC5_74","2277","43.92"
"eC5_75","2481","47.85"
"eC5_76","2899","55.91"
"eC5_77","3213","61.97"
"eC5_78","3002","57.9"
"eC5_79","2546","49.1"
"eC5_8","2717","52.4"
"eC5_80","2951","56.91"
"eC5_81","2589","49.93"
"eC5_82","2966","57.2"
"eC5_83","2872","55.39"
"eC5_84","2901","55.95"
"eC5_85","2785","53.71"
"eC5_86","2868","55.31"
"eC5_87","2701","52.09"
"eC5_88","3038","58.59"
"eC5_89","3342","64.46"
"eC5_9","2575","49.66"
"eC5_90","2422","46.71"
"eC5_91","2852","55"
"eC5_92","3358","64.76"
"eC5_93","2235","43.11"
"eC5_94","3244","62.57"
"eC5_95","2413","46.54"
"eC5_96","2845","54.87"
"eC5_97","2888","55.7"
"eC5_98","2901","55.95"
"eC5_99","2836","54.7"
"eC6_1","2667","51.44"
"eC6_10","3346","64.53"
"eC6_100","3156","60.87"
"eC6_11","3041","58.65"
"eC6_12","3227","62.24"
"eC6_13","3496","67.43"
"eC6_14","2793","53.87"
"eC6_15","3364","64.88"
"eC6_16","3952","76.22"
"eC6_17","3242","62.53"
"eC6_18","3575","68.95"
"eC6_19","3079","59.38"
"eC6_2","2224","42.89"
"eC6_20","3501","67.52"
"eC6_21","3155","60.85"
"eC6_22","3364","64.88"
"eC6_23","3484","67.19"
"eC6_24","2332","44.98"
"eC6_25","3516","67.81"
"eC6_26","3728","71.9"
